instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,label
14201299.0,22420.0,1051180.0,126104.0,1.0,91,372736,0,0,0,4832184,0,0,1
19513386.0,23609.0,1354547.0,144423.0,0.0,139,569344,0,0,0,6049333,0,0,1
16420657.0,28560.0,1060658.0,115157.0,1.0,136,557056,0,0,0,5276140,0,0,1
15451095.0,53814.0,1108500.0,150065.0,2.0,77,315392,0,0,0,4535366,0,0,1
25055562.0,60614.0,1111209.0,150107.0,1.0,79,323584,0,0,0,4293791,0,0,1
19154192.0,67907.0,1365661.0,135498.0,0.0,51,208896,0,0,0,3288873,0,0,1
26637768.0,60833.0,1286162.0,133535.0,0.0,23,94208,0,0,0,1608332,0,0,1
29271399.0,68978.0,1286756.0,148641.0,0.0,69,282624,0,0,0,4180220,0,0,1
27200133.0,34912.0,1283468.0,131776.0,1.0,104,618496,0,0,0,4987225,0,0,1
31594605.0,44653.0,1296916.0,137185.0,0.0,102,417792,0,0,0,4887783,0,0,1
25387892.0,44395.0,1125137.0,139772.0,1.0,53,217088,0,0,0,2954167,0,0,1
26723594.0,49108.0,997948.0,129971.0,0.0,91,372736,0,0,0,5507262,0,0,1
21717558.0,38088.0,1475351.0,178980.0,1.0,77,1227776,0,0,0,4423228,0,0,1
28931026.0,28924.0,1287077.0,142471.0,0.0,68,278528,0,0,0,4895802,0,0,1
22668565.0,28818.0,1183752.0,153447.0,1.0,69,312832,0,0,0,4498795,0,0,1
24672006.0,28983.0,1060703.0,131438.0,0.0,46,3151872,0,0,0,3773764,0,0,1
24733783.0,30416.0,998159.0,156687.0,1.0,33,328704,0,0,0,2703214,0,0,1
23908314.0,40236.0,940722.0,188955.0,0.0,55,1252864,0,0,0,4126656,0,0,1
22610260.0,59124.0,1040724.0,150152.0,0.0,51,552448,0,0,0,4406331,0,0,1
22142965.0,43031.0,1206477.0,118725.0,0.0,53,455680,0,0,0,3986000,0,0,1
26663332.0,43418.0,1106735.0,110644.0,1.0,23,94208,0,0,0,1850615,0,0,1
30533596.0,47916.0,1427471.0,135866.0,0.0,49,200704,0,0,0,4276631,0,0,1
27411261.0,46998.0,1560129.0,150559.0,0.0,27,110592,20,1683456,1,11615488,37970139,5052645,1
30004519.0,51516.0,1325782.0,150608.0,3.0,12,49152,69,585728,0,45836543,101473152,0,1
23450782.0,49644.0,1297392.0,182607.0,0.0,15,61440,67,737280,0,39875669,100359046,0,1
15551227.0,45438.0,1305388.0,144341.0,0.0,21,86016,63,659456,0,42858070,116100814,0,1
16969104.0,35711.0,1153178.0,188234.0,1.0,17,69632,44,475136,0,30506908,122577200,0,1
30431829.0,33151.0,1357539.0,159521.0,0.0,8,32768,58,462848,0,20985094,54129786,0,1
26769339.0,30285.0,1088721.0,161251.0,0.0,17,69632,58,385024,0,48540014,122745962,0,1
31225491.0,40396.0,1358440.0,137684.0,0.0,18,73728,64,344064,0,43475109,141039485,0,1
28539228.0,68786.0,1512189.0,125640.0,1.0,21,86016,46,278528,0,53690073,121663040,0,1
27888202.0,34767.0,1434812.0,172990.0,0.0,12,49152,37,262144,0,49777390,108200974,0,1
28525757.0,42613.0,1167741.0,155026.0,0.0,24,98304,53,446464,0,46813149,125497640,0,1
26350098.0,41416.0,1230781.0,153936.0,0.0,15,61440,57,258048,0,56444161,151115650,0,1
24557023.0,40630.0,1245558.0,169281.0,0.0,43,176128,82,692224,0,19770709,35874743,0,1
26132907.0,38670.0,1324268.0,108309.0,0.0,50,204800,60,528384,0,32167730,19114151,0,1
24470727.0,36032.0,1392379.0,136909.0,0.0,47,217088,75,667648,0,25151505,17766751,0,1
26821101.0,35614.0,1298325.0,126288.0,0.0,51,208896,52,684032,0,36514180,21542236,0,1
30626403.0,30146.0,1158694.0,154717.0,2.0,45,184320,45,262144,0,26738870,18809882,0,1
31557567.0,28345.0,1212300.0,127986.0,3.0,48,247808,55,610304,0,26612407,21208160,0,1
27381040.0,28798.0,1435764.0,183440.0,0.0,51,266240,54,954368,0,31876355,21370683,0,1
15058917.0,25918.0,1348903.0,141728.0,0.0,40,241152,62,815104,0,19214838,25555471,0,1
15139288.0,27843.0,1278294.0,186751.0,0.0,42,192512,38,172032,0,20091869,28261490,0,1
17827654.0,26531.0,872783.0,155280.0,1.0,48,654848,47,704512,0,28323282,21634679,0,1
30091125.0,25863.0,1388612.0,146051.0,6.0,57,646144,69,602112,0,30224668,21726480,0,1
27037159.0,24694.0,1383122.0,141201.0,0.0,48,196608,49,208896,0,31055748,19167483,0,1
27126914.0,22555.0,1593512.0,136377.0,0.0,45,184320,63,266240,0,31617699,20345137,0,1
32770231.0,26059.0,1284102.0,128271.0,0.0,35,215552,43,307200,0,25530486,22168075,0,1
33636248.0,21770.0,1378145.0,156708.0,0.0,62,1170432,53,712704,0,20494962,15627979,0,1
32526131.0,34416.0,1398097.0,160886.0,1.0,57,233472,38,184320,0,39675991,22155411,0,1
25738165.0,19602.0,1125756.0,156640.0,1.0,45,180736,55,471040,0,23019407,15769642,0,1
26567888.0,29398.0,895642.0,147191.0,2.0,33,2194944,54,548864,0,23213964,30694130,0,1
25916008.0,29565.0,1233620.0,154480.0,1.0,49,3765760,47,557056,0,33136328,18664084,0,1
26666260.0,28633.0,1271630.0,137649.0,2.0,51,2856448,48,618496,0,35012149,17747821,0,1
25862590.0,22801.0,1116120.0,146805.0,0.0,56,3336192,12,1191936,1,14085338,26315195,3724704,1
21558623.0,27841.0,1271822.0,116425.0,2.0,72,3615232,0,0,0,5347625,0,0,1
29760592.0,30752.0,1064136.0,137106.0,4.0,66,5483520,0,0,0,5779486,0,0,1
22885752.0,30698.0,1212902.0,151340.0,5.0,50,3880960,0,0,0,4051690,0,0,1
22747716.0,32244.0,1310228.0,143514.0,1.0,92,2623488,1,4096,0,7607993,1789199,0,1
28402691.0,36208.0,1265413.0,145301.0,0.0,47,3176448,0,0,0,4059113,0,0,1
26246319.0,43664.0,1319607.0,138590.0,2.0,57,4192256,2,8192,0,5988549,663093,0,1
39319537.0,41251.0,1076491.0,134219.0,1.0,76,3308544,0,0,0,6699510,0,0,1
26414729.0,34002.0,1179221.0,140923.0,0.0,50,3096576,1,4096,0,4876690,358524,0,1
22233767.0,33318.0,1478895.0,138844.0,0.0,107,5169152,1,8192,0,8733369,299488,0,1
24427600.0,26258.0,1363654.0,147274.0,4.0,99,2101248,1,4096,0,7178436,75580,0,1
21743394.0,38657.0,1369068.0,151971.0,0.0,89,3180032,1,4096,0,15620196,2459668,0,1
19486787.0,35863.0,1225843.0,151080.0,0.0,77,3432448,0,0,0,6611236,0,0,1
26612398.0,34012.0,1360502.0,139711.0,0.0,91,4987904,0,0,0,8115786,0,0,1
16826849.0,34168.0,1424274.0,142423.0,0.0,49,5232128,0,0,0,6043555,0,0,1
29403179.0,44061.0,1430929.0,145130.0,0.0,60,4614656,0,0,0,5178948,0,0,1
23473347.0,33802.0,1052956.0,150859.0,2.0,48,3532288,1,8192,0,5107024,1944432,0,1
23104388.0,38396.0,1427508.0,150327.0,0.0,78,2923008,0,0,0,5756619,0,0,1
22948732.0,41478.0,1399618.0,136861.0,1.0,27,2078208,0,0,0,3380192,0,0,1
16954825.0,43901.0,1414764.0,117696.0,1.0,74,4233728,0,0,0,6600208,0,0,1
19546996.0,31382.0,1324154.0,132309.0,1.0,140,4781056,0,0,0,9082145,0,0,1
28823116.0,27822.0,1330798.0,130367.0,0.0,94,3362816,4,28672,0,11483742,5345127,0,1
20333438.0,27069.0,1432492.0,127360.0,3.0,103,4838400,1,4096,0,7592387,236156,0,1
21134996.0,33729.0,1330749.0,153663.0,2.0,62,4524544,0,0,0,5222061,0,0,1
29807795.0,21813.0,1344989.0,99300.0,0.0,223,4248064,1,4096,0,11666867,2246333,0,1
22502155.0,21404.0,1228169.0,143074.0,0.0,98,4524032,1,4096,0,7365227,1771934,0,1
23118666.0,33492.0,1410993.0,127849.0,0.0,206,5347840,1,4096,0,9200496,44523,0,1
28222333.0,47260.0,1346576.0,150668.0,0.0,23,348160,1,4096,0,1447464,274758,0,1
23757158.0,51495.0,1374868.0,195963.0,1.0,128,524288,0,0,0,6169726,0,0,1
21737966.0,49191.0,1216145.0,168933.0,1.0,10,40960,2,8192,0,4405480,4569376,0,1
23790358.0,56441.0,1200216.0,142819.0,0.0,146,598016,0,0,0,6930854,0,0,1
20537684.0,42984.0,1482363.0,146170.0,0.0,131,536576,1,4096,0,6202725,238899,0,1
21428930.0,47630.0,1483594.0,157256.0,0.0,2,8192,1,4096,0,132579,337083,0,1
21979949.0,41130.0,1389477.0,147108.0,1.0,86,1114112,1,4096,0,7575345,2583654,0,1
23616116.0,46166.0,1476446.0,173001.0,0.0,167,684032,0,0,0,7179571,0,0,1
22558020.0,37092.0,1495839.0,143055.0,0.0,44,599552,2,12288,0,2944830,436026,0,1
23661305.0,51025.0,1448120.0,158360.0,0.0,135,552960,0,0,0,5378856,0,0,1
26112062.0,29790.0,1396862.0,143458.0,1.0,84,344064,0,0,0,5530301,0,0,1
23410761.0,22220.0,1276649.0,158396.0,1.0,76,311296,1,8192,0,4903502,218910,0,1
25921255.0,30619.0,1411586.0,145797.0,2.0,11,45056,0,0,0,715720,0,0,1
25350478.0,36858.0,1278061.0,139247.0,4.0,78,319488,0,0,0,4875315,0,0,1
30441253.0,30340.0,1285357.0,147054.0,0.0,71,290816,1,4096,0,4643024,362516,0,1
24190703.0,41111.0,1341827.0,140826.0,0.0,136,811008,0,0,0,5986755,0,0,1
29640726.0,28183.0,1301761.0,140215.0,0.0,85,1382912,2,8192,0,9081853,5647028,0,1
27192124.0,33814.0,1457813.0,146372.0,1.0,102,1269248,1,4096,0,6027786,270057,0,1
33524430.0,45638.0,1516237.0,154557.0,0.0,57,2991616,3,12288,0,5679810,2972420,0,1
28403775.0,45081.0,1374594.0,206782.0,1.0,85,783360,2,8192,0,9146385,3201044,0,1
31372854.0,41023.0,1471118.0,199770.0,0.0,75,2600448,1,4096,0,5562367,445559,0,1
30543060.0,42889.0,1555641.0,206402.0,0.0,118,5360128,1,4096,0,7731269,224384,0,1
28450036.0,37913.0,1123592.0,144715.0,0.0,101,425472,1,4096,0,6814077,228315,0,1
47490590.0,33755.0,1330762.0,173593.0,1.0,86,1110016,0,0,0,6416433,0,0,1
46157310.0,31983.0,1644823.0,144504.0,0.0,38,663552,1,4096,0,4749357,2440421,0,1
28690627.0,32649.0,1180593.0,144624.0,0.0,64,516096,0,0,0,4420214,0,0,1
29606946.0,25386.0,1602806.0,153422.0,0.0,26,1122304,2,8192,0,3486926,1749211,0,1
30798647.0,25552.0,1553793.0,193244.0,3.0,80,327680,0,0,0,4865669,0,0,1
23211742.0,23009.0,1389238.0,166867.0,1.0,90,368640,1,4096,0,4761890,214008,0,1
27266215.0,21924.0,1425734.0,146097.0,1.0,45,184320,0,0,0,2478691,0,0,1
27575036.0,24987.0,1335930.0,165835.0,2.0,0,0,0,0,0,0,0,0,1
24133783.0,34459.0,1195888.0,169644.0,1.0,77,315392,1,4096,0,6345704,1971904,0,1
31163641.0,28888.0,1186150.0,136654.0,0.0,87,356352,0,0,0,5273331,0,0,1
33211214.0,23952.0,1145663.0,113030.0,1.0,117,479232,2,8192,0,5844668,413438,0,1
31444864.0,15991.0,1324594.0,171573.0,1.0,101,413696,0,0,0,4882207,0,0,1
35065884.0,15750.0,1070200.0,199101.0,2.0,65,266240,1,8192,0,3424562,215531,0,1
39256156.0,16972.0,1331467.0,189583.0,0.0,70,286720,0,0,0,3405359,0,0,1
28266683.0,17649.0,1368784.0,162298.0,0.0,22,90112,0,0,0,1104876,0,0,1
24624695.0,15420.0,1381289.0,139226.0,4.0,167,684032,0,0,0,6088688,0,0,1
25444262.0,11197.0,1327732.0,136829.0,0.0,184,753664,1,8192,0,7899660,2100102,0,1
23320563.0,12733.0,1261672.0,137578.0,0.0,66,270336,0,0,0,3456473,0,0,1
30577429.0,14080.0,1368485.0,141160.0,0.0,56,229376,0,0,0,3278897,0,0,1
32844900.0,12857.0,1272286.0,135793.0,0.0,61,503808,1,4096,0,5092830,2837786,0,1
28147847.0,13194.0,1270680.0,133793.0,0.0,35,1159168,0,0,0,2980661,0,0,1
32557814.0,35856.0,1145112.0,15395.0,0.0,36,401408,0,0,0,3153542,0,0,1
30634806.0,25966.0,1004776.0,113786.0,1.0,73,552960,0,0,0,5073744,0,0,1
31745319.0,26967.0,1483902.0,118557.0,1.0,31,1142784,1,4096,0,2898261,340627,0,1
30153008.0,24890.0,1448280.0,136060.0,1.0,22,1105920,2,8192,0,1959807,662870,0,1
29176803.0,25676.0,1302130.0,144975.0,1.0,38,155648,4,16384,0,5419424,4983016,0,1
33940173.0,25996.0,1360191.0,115474.0,0.0,38,1132544,2,8192,0,2859033,615546,0,1
26593057.0,19111.0,1397087.0,126101.0,2.0,50,2831872,0,0,0,3533419,0,0,1
28707060.0,32951.0,1234919.0,146491.0,0.0,72,911872,0,0,0,5496118,0,0,1
22277605.0,39953.0,1355989.0,148035.0,0.0,97,912384,0,0,0,6177651,0,0,1
19683429.0,34565.0,1255394.0,146281.0,0.0,88,907264,0,0,0,5255342,0,0,1
27041886.0,36969.0,1272569.0,130435.0,1.0,97,3346944,0,0,0,7016627,0,0,1
26963341.0,21788.0,1260397.0,128144.0,1.0,62,1475584,0,0,0,4317760,0,0,1
24352784.0,23942.0,1262614.0,135696.0,1.0,62,669696,5,20480,0,12649385,7919142,0,1
24714519.0,37074.0,1157893.0,105694.0,0.0,25,579072,1,4096,0,2027259,386608,0,1
29558057.0,32833.0,1317815.0,106640.0,1.0,78,1034240,2,8192,0,5567530,346495,0,1
30745505.0,29530.0,1426133.0,103776.0,1.0,38,1772032,7,28672,0,6478870,8490766,0,1
25867563.0,40571.0,1509976.0,153135.0,1.0,106,2482176,1,4096,0,7645794,1969302,0,1
28751176.0,44179.0,1292956.0,160970.0,3.0,38,1432576,1,4096,0,2832115,611513,0,1
29420270.0,30868.0,1392542.0,135460.0,0.0,59,5570560,0,0,0,6215852,0,0,1
30722635.0,38637.0,1217161.0,122053.0,0.0,62,1269760,0,0,0,4597655,0,0,1
24574147.0,23919.0,1191098.0,118215.0,1.0,48,1351680,1,4096,0,7600753,2298373,0,1
20708284.0,25886.0,1468067.0,112441.0,0.0,83,1119232,1,4096,0,7486211,2119911,0,1
21398900.0,31988.0,1353949.0,123394.0,0.0,25,684544,59,7598080,0,4120630,52492694,0,1
21812441.0,22949.0,1379131.0,144405.0,0.0,0,0,23,2854912,0,0,10868303,0,1
21103328.0,28558.0,1409755.0,142016.0,0.0,0,0,52,487424,1,0,8704391,25002319,1
23111240.0,21233.0,1366124.0,137601.0,1.0,0,0,20,122880,0,0,69557770,0,1
19865474.0,39130.0,1357389.0,146393.0,0.0,0,0,23,98304,0,0,17799148,0,1
26754791.0,40889.0,1380283.0,155042.0,1.0,0,0,30,135168,0,0,17340676,0,1
23787485.0,40543.0,1282456.0,150509.0,0.0,0,0,63,286720,0,0,13353005,0,1
24244072.0,42452.0,1303467.0,139187.0,0.0,0,0,20,81920,0,0,17191250,0,1
24070375.0,52258.0,1284823.0,128332.0,0.0,0,0,48,372736,0,0,23962968,0,1
29532539.0,43247.0,1107692.0,139872.0,1.0,0,0,40,200704,0,0,20156369,0,1
24911584.0,29325.0,1393912.0,148562.0,1.0,0,0,46,188416,0,0,17140869,0,1
23901451.0,34614.0,1405669.0,165156.0,1.0,0,0,35,143360,0,0,19815661,0,1
24962437.0,21530.0,1373809.0,161136.0,0.0,0,0,43,176128,0,0,17964445,0,1
30830552.0,22771.0,1287853.0,137945.0,0.0,0,0,25,102400,0,0,20483154,0,1
28055421.0,42279.0,1335214.0,124531.0,0.0,0,0,29,184320,0,0,34553655,0,1
